Year,Month,Location,Young Adult DVDs,Juvenile DVDs,Digital Movies,DVDs,Rated R DVDs
2017,January,B.F. Black,2,0,0,184,90
2017,January,B.F. Black,2,0,0,184,90
2017,January,Blyden,0,8,0,281,141
2017,January,Blyden,0,8,0,281,141
2017,January,Bookmobile,0,0,0,99,87
2017,January,Bookmobile,0,0,0,99,87
2017,January,BRO,0,0,0,0,0
2017,January,BRO,0,0,0,0,0
2017,January,H.C. Downing,0,0,0,11,0
2017,January,H.C. Downing,0,0,0,11,0
2017,January,Janaf,0,0,0,417,216
2017,January,Janaf,0,0,0,417,216
2017,January,Jordan-Newby,2,0,0,272,144
2017,January,Jordan-Newby,2,0,0,272,144
2017,January,Lafayette,0,7,0,543,193
2017,January,Lafayette,0,7,0,543,193
2017,January,Larchmont,1,12,0,916,258
2017,January,Larchmont,1,12,0,916,258
2017,January,Little Creek,0,4,0,750,293
2017,January,Little Creek,0,4,0,750,293
2017,January,Main-Slover,0,0,0,2068,731
2017,January,Main-Slover,0,0,0,2068,731
2017,January,ONLINE,0,0,604,0,0
2017,January,ONLINE,0,0,604,0,0
2017,January,Park Place,0,8,0,256,248
2017,January,Park Place,0,8,0,256,248
2017,January,Pretlow,3,0,0,2651,1347
2017,January,Pretlow,3,0,0,2651,1347
2017,January,Storage,0,0,0,117,24
2017,January,Storage,0,0,0,117,24
2017,January,Van Wyck,4,4,0,835,453
2017,January,Van Wyck,4,4,0,835,453
2017,February,B.F. Black,1,0,0,174,67
2017,February,B.F. Black,1,0,0,174,67
2017,February,Blyden,0,2,0,189,107
2017,February,Blyden,0,2,0,189,107
2017,February,Bookmobile,0,0,0,64,39
2017,February,Bookmobile,0,0,0,64,39
2017,February,BRO,0,0,0,0,0
2017,February,BRO,0,0,0,0,0
2017,February,H.C. Downing,0,0,0,4,5
2017,February,H.C. Downing,0,0,0,4,5
2017,February,Janaf,0,0,0,256,112
2017,February,Janaf,0,0,0,256,112
2017,February,Jordan-Newby,3,0,0,221,100
2017,February,Jordan-Newby,3,0,0,221,100
2017,February,Lafayette,0,3,0,498,194
2017,February,Lafayette,0,3,0,498,194
2017,February,Larchmont,0,13,0,703,176
2017,February,Larchmont,0,13,0,703,176
2017,February,Little Creek,0,6,0,621,264
2017,February,Little Creek,0,6,0,621,264
2017,February,Main-Slover,0,1,0,1939,593
2017,February,Main-Slover,0,1,0,1939,593
2017,February,ONLINE,0,0,774,0,0
2017,February,ONLINE,0,0,774,0,0
2017,February,Park Place,0,4,0,230,216
2017,February,Park Place,0,4,0,230,216
2017,February,Pretlow,1,0,0,2034,1173
2017,February,Pretlow,1,0,0,2034,1173
2017,February,Storage,0,0,0,105,23
2017,February,Storage,0,0,0,105,23
2017,February,Van Wyck,8,1,0,804,342
2017,February,Van Wyck,8,1,0,804,342
2017,March,B.F. Black,0,0,0,198,120
2017,March,B.F. Black,0,0,0,198,120
2017,March,Blyden,0,1,0,137,118
2017,March,Blyden,0,1,0,137,118
2017,March,Bookmobile,0,0,0,134,48
2017,March,Bookmobile,0,0,0,134,48
2017,March,BRO,0,0,0,0,0
2017,March,BRO,0,0,0,0,0
2017,March,H.C. Downing,0,0,0,9,3
2017,March,H.C. Downing,0,0,0,9,3
2017,March,Janaf,0,0,0,262,137
2017,March,Janaf,0,0,0,262,137
2017,March,Jordan-Newby,0,0,0,255,106
2017,March,Jordan-Newby,0,0,0,255,106
2017,March,Lafayette,0,9,0,568,232
2017,March,Lafayette,0,9,0,568,232
2017,March,Larchmont,0,6,0,880,250
2017,March,Larchmont,0,6,0,880,250
2017,March,Little Creek,0,0,0,649,284
2017,March,Little Creek,0,0,0,649,284
2017,March,Main-Slover,0,3,0,2070,778
2017,March,Main-Slover,0,3,0,2070,778
2017,March,ONLINE,0,0,689,0,0
2017,March,ONLINE,0,0,689,0,0
2017,March,Park Place,0,1,0,231,241
2017,March,Park Place,0,1,0,231,241
2017,March,Pretlow,2,0,0,2332,1523
2017,March,Pretlow,2,0,0,2332,1523
2017,March,Storage,0,0,0,126,22
2017,March,Storage,0,0,0,126,22
2017,March,Van Wyck,4,2,0,1005,513
2017,March,Van Wyck,4,2,0,1005,513
2017,April,B.F. Black,0,0,0,283,92
2017,April,B.F. Black,0,0,0,283,92
2017,April,Blyden,0,5,0,160,71
2017,April,Blyden,0,5,0,160,71
2017,April,Bookmobile,0,0,0,122,69
2017,April,Bookmobile,0,0,0,122,69
2017,April,BRO,0,0,0,0,0
2017,April,BRO,0,0,0,0,0
2017,April,H.C. Downing,0,0,0,9,2
2017,April,H.C. Downing,0,0,0,9,2
2017,April,Janaf,0,0,0,242,172
2017,April,Janaf,0,0,0,242,172
2017,April,Jordan-Newby,0,0,0,252,91
2017,April,Jordan-Newby,0,0,0,252,91
2017,April,Lafayette,0,14,0,516,231
2017,April,Lafayette,0,14,0,516,231
2017,April,Larchmont,0,7,0,774,224
2017,April,Larchmont,0,7,0,774,224
2017,April,Little Creek,0,3,0,746,202
2017,April,Little Creek,0,3,0,746,202
2017,April,Main-Slover,0,1,0,1978,601
2017,April,Main-Slover,0,1,0,1978,601
2017,April,ONLINE,0,0,732,0,0
2017,April,ONLINE,0,0,732,0,0
2017,April,Park Place,0,5,0,225,174
2017,April,Park Place,0,5,0,225,174
2017,April,Pretlow,6,0,0,2290,1331
2017,April,Pretlow,6,0,0,2290,1331
2017,April,Storage,0,0,0,118,31
2017,April,Storage,0,0,0,118,31
2017,April,Van Wyck,4,4,0,1044,509
2017,April,Van Wyck,4,4,0,1044,509
2017,May,B.F. Black,0,0,0,290,142
2017,May,B.F. Black,0,0,0,290,142
2017,May,Blyden,0,0,0,251,148
2017,May,Blyden,0,0,0,251,148
2017,May,Bookmobile,0,0,0,120,85
2017,May,Bookmobile,0,0,0,120,85
2017,May,BRO,0,0,0,0,0
2017,May,BRO,0,0,0,0,0
2017,May,H.C. Downing,0,0,0,21,6
2017,May,H.C. Downing,0,0,0,21,6
2017,May,Janaf,0,0,0,252,163
2017,May,Janaf,0,0,0,252,163
2017,May,Jordan-Newby,1,0,0,213,141
2017,May,Jordan-Newby,1,0,0,213,141
2017,May,Lafayette,0,1,0,596,230
2017,May,Lafayette,0,1,0,596,230
2017,May,Larchmont,0,1,0,805,259
2017,May,Larchmont,0,1,0,805,259
2017,May,Little Creek,0,1,0,706,284
2017,May,Little Creek,0,1,0,706,284
2017,May,Main-Slover,0,0,0,1941,662
2017,May,Main-Slover,0,0,0,1941,662
2017,May,ONLINE,0,0,714,0,0
2017,May,ONLINE,0,0,714,0,0
2017,May,Park Place,0,0,0,214,203
2017,May,Park Place,0,0,0,214,203
2017,May,Pretlow,3,0,0,2324,1256
2017,May,Pretlow,3,0,0,2324,1256
2017,May,Storage,0,0,0,113,15
2017,May,Storage,0,0,0,113,15
2017,May,Van Wyck,7,0,0,1127,583
2017,May,Van Wyck,7,0,0,1127,583
2017,June,B.F. Black,0,0,0,333,105
2017,June,B.F. Black,0,0,0,333,105
2017,June,Blyden,0,0,0,213,140
2017,June,Blyden,0,0,0,213,140
2017,June,Bookmobile,0,0,0,147,80
2017,June,Bookmobile,0,0,0,147,80
2017,June,BRO,0,0,0,0,0
2017,June,BRO,0,0,0,0,0
2017,June,H.C. Downing,0,0,0,12,2
2017,June,H.C. Downing,0,0,0,12,2
2017,June,Janaf,0,0,0,234,169
2017,June,Janaf,0,0,0,234,169
2017,June,Jordan-Newby,0,0,0,280,86
2017,June,Jordan-Newby,0,0,0,280,86
2017,June,Lafayette,0,0,0,735,267
2017,June,Lafayette,0,0,0,735,267
2017,June,Larchmont,1,0,0,847,213
2017,June,Larchmont,1,0,0,847,213
2017,June,Little Creek,0,0,0,867,334
2017,June,Little Creek,0,0,0,867,334
2017,June,Main-Slover,0,0,0,2232,667
2017,June,Main-Slover,0,0,0,2232,667
2017,June,ONLINE,0,0,645,0,0
2017,June,ONLINE,0,0,645,0,0
2017,June,Park Place,0,0,0,261,188
2017,June,Park Place,0,0,0,261,188
2017,June,Pretlow,4,0,0,2428,1368
2017,June,Pretlow,4,0,0,2428,1368
2017,June,Storage,0,0,0,95,29
2017,June,Storage,0,0,0,95,29
2017,June,Van Wyck,9,0,0,1110,515
2017,June,Van Wyck,9,0,0,1110,515
2017,July,B.F. Black,0,0,0,351,225
2017,July,B.F. Black,0,0,0,351,225
2017,July,Blyden,0,0,0,216,105
2017,July,Blyden,0,0,0,216,105
2017,July,Bookmobile,0,0,0,106,52
2017,July,Bookmobile,0,0,0,106,52
2017,July,BRO,0,0,0,0,0
2017,July,BRO,0,0,0,0,0
2017,July,H.C. Downing,0,0,0,0,0
2017,July,H.C. Downing,0,0,0,0,0
2017,July,Jordan-Newby,0,0,0,207,81
2017,July,Jordan-Newby,0,0,0,207,81
2017,July,Jul,0,0,0,340,163
2017,July,Jul,0,0,0,340,163
2017,July,Lafayette,1,0,0,722,250
2017,July,Lafayette,1,0,0,722,250
2017,July,Larchmont,1,0,0,1015,198
2017,July,Larchmont,1,0,0,1015,198
2017,July,Little Creek,0,0,0,775,243
2017,July,Little Creek,0,0,0,775,243
2017,July,Main-Slover,1,0,0,2013,686
2017,July,Main-Slover,1,0,0,2013,686
2017,July,ONLINE,0,0,783,0,0
2017,July,ONLINE,0,0,783,0,0
2017,July,Park Place,1,0,0,240,150
2017,July,Park Place,1,0,0,240,150
2017,July,Pretlow,4,0,0,2768,1408
2017,July,Pretlow,4,0,0,2768,1408
2017,July,Storage,0,0,0,62,32
2017,July,Storage,0,0,0,62,32
2017,July,Van Wyck,2,0,0,1292,549
2017,July,Van Wyck,2,0,0,1292,549
2017,August,B.F. Black,0,0,0,490,222
2017,August,B.F. Black,0,0,0,490,222
2017,August,Blyden,0,0,0,245,128
2017,August,Blyden,0,0,0,245,128
2017,August,Bookmobile,0,0,0,178,86
2017,August,Bookmobile,0,0,0,178,86
2017,August,BRO,0,0,0,0,0
2017,August,BRO,0,0,0,0,0
2017,August,H.C. Downing,0,0,0,7,1
2017,August,H.C. Downing,0,0,0,7,1
2017,August,Janaf,0,0,0,364,125
2017,August,Janaf,0,0,0,364,125
2017,August,Jordan-Newby,0,0,0,173,70
2017,August,Jordan-Newby,0,0,0,173,70
2017,August,Lafayette,0,0,0,805,301
2017,August,Lafayette,0,0,0,805,301
2017,August,Larchmont,1,0,0,1080,186
2017,August,Larchmont,1,0,0,1080,186
2017,August,Little Creek,0,0,0,785,285
2017,August,Little Creek,0,0,0,785,285
2017,August,Main-Slover,0,0,0,2184,787
2017,August,Main-Slover,0,0,0,2184,787
2017,August,ONLINE,0,0,869,0,0
2017,August,ONLINE,0,0,869,0,0
2017,August,Park Place,0,0,0,259,149
2017,August,Park Place,0,0,0,259,149
2017,August,Pretlow,1,0,0,2933,1631
2017,August,Pretlow,1,0,0,2933,1631
2017,August,Storage,0,0,0,63,26
2017,August,Storage,0,0,0,63,26
2017,August,Van Wyck,7,0,0,1472,569
